Name,Ingredients
Tandoori Aloo Gobi Kathi Roll - Spicy Aloo Gobi Frankie,"salt, wheat flour, kashmiri red chilli powder, cauliflower, chaat masala powder, curd, onion, cumin seeds, lemon, baby potatoes, green bell pepper, turmeric powder, green chillies, sunflower oil"
Roasted Potatoes & Zucchini Bake In A Creamy Parsley Sauce,"salt, britannia, potato firm, hung curd, parmesan cheese, cheese, cloves garlic, parsley, virgin olive oil, feta cheese, pepper, green zucchini"
Spiced Whole Wheat Carrot Cake,"salt, wheat flour, baking powder, milk, carrot, dry ginger powder, sugar, nutralite, eggs, icing sugar, walnuts, cinnamon powder"
Grilled Tangy Lime Salmon Steak,"salt, paprika powder, black peppercorns, virgin olive oil, onion, garlic powder, lemon, salmon fillet, lemon, sambal oelek, dijon mustard"
Bihari Shakarkand Bhujia - Spicy Sweet Potato Sabzi,"salt, mustard oil, cumin seeds, turmeric powder, green chillies, sweet potatoes"
Egg White Spinach Omelette With Garlic & Oregano,"salt, spinach, eggs separated, nutralite garlic oregano, onion, pepper, green chillies"
No Onion No Garlic Spiced Apple Tomato Curry,"tomato, turmeric powder, salt, apples, red chilli powder, lentil sugar, coriander, bay leaf break, coriander powder, oil"
Homemade Spicy Ramen with Tofu,"stalks spring onion greens, cloves garlic, onion, black pepper powder, red bell pepper, wheat noodles, tofu, garam masala powder, red chilli powder, green chilli sauce, dry red chilli, sugar, methi seeds, sweet spicy red chilli sauce, ginger, amchur, milk, tomato ketchup, vinegar, coriander powder, red chilli sauce"
Ambul Polos Curry - Sri Lankan Jack Fruit Curry With Pol Sambol,"salt, ginger, coconut, mustard seeds, black pepper corns, pearl onion, cardamom podsseeds, fennel seeds, cloves garlic, water, curry leaves, dry red chillies, coriander seeds, lemon, cumin seeds, cinnamon stick, onion, jackfruit, cloves, sunflower oil"
Stuffed Gilka (Maharashtrian Stuffed Silk Squash),"salt, coriander leaves, asafoetida, jaggery, red chilli powder, gilka, cloves garlic, sesame powder, onion, cumin seeds, maharashtrian goda masala, groundnut powder, turmeric powder, sunflower oil"
Drumstick Spinach Juice,"salt, cumin powder, arhar dal, tamarind water, drumstick leaves, asafoetida, mustard seeds, cloves garlic, curry leaves, cumin seeds, rasam powder, black pepper powder, sunflower oil"
Palak Paneer - Palak Paneer,"tomato, turmeric powder, salt, ginger, spinach, paneer, tsp cinnamon powder, cumin powder, cloves garlic, butter, green chillies, cumin seeds, garam masala powder"
Broken Wheat Upma Or Dalia Khichdi for Babies & Toddlers,"salt, wheat, ghee, mustard seeds, water, carrot, curry leaves, turmeric powder"
Name Cucumber Salad - Quickcomber sausage,"salt, yellow moong dal, coriander leaves, coconut, mustard seeds, asafoetida, lemon, curry leaves, cucumbers, coconut oil, green chillies"
Crispy Vegetable - Crispy Bhujia,"salt, mustard oil, karela, fennel seeds, amchur, red chilli powder, coriander powder, turmeric powder"
Dried Neem Flower Flavored Rice  in Hindi),"black rice, asafoetida, curry leaves, neem leaves, red chilli, oil ghee, white urad dal"
Cauliflower Croquettes,"salt, rosemary, eggs, tabasco original sauce, cauliflower, milk, cloves garlic, thyme leaves, flour, wheat bread crumbs, butter, sunflower oil"
Broccoli And Aloo Poriyal - South Broccoli And Potato Stir Fry,"salt, mustard seeds, red chilli powder, curry leaves, broccoli, potato, turmeric powder, sunflower oil"
Hot and Spicy Chicken Curry Noodles,"coconut milk, salt, spring onion greens, ginger, eggs noodles, rolled oats instant oats, red chilli powder, cloves garlic, sriracha sauce, sunflower oil saffola, tofu, chicken breasts"
Nendra Pazham Pulissery - Ayurvedic,"salt, green chilli, coconut, mustard seeds, curd, curry leaves, white urad dal, coconut oil, cumin seeds, nendra pazham banana, turmeric powder, sunflower oil"
Spinach Coriander Dosa - Spinach and Coriander Dosa,"coriander leaves, salt, spinach, rice, fenugreek seeds, oil, white urad dal"
Rosemary And Thyme Chicken,"rosemary, tme leaves dried, cloves garlic, virgin olive oil, lemon, lemon, black pepper powder, chicken breasts"
Akoori with Green Peas (Parsi Scrambled Eggs with Green Peas),"tomato, salt, coriander leaves, ginger juliennes, green peas, red chilli powder, ginger garlic paste, onion, curry powder, lemon, eggs, turmeric powder, green chillies, sunflower oil"
Mishti Doi - Traditional Bengali Sweet Yogurt,"curd, sugar, milk, water"
Whole Wheat Flour Murukku,"salt, wheat flour, ajwain, red chilli powder, water, sesame seeds, butter, sunflower oil" Beaten Coffee | Dalgona Coffee,"instant coffee powder, milk, water, sugar, cinnamon powder"
Coriander and Coconut Chutney - Green Coriander And Coconut Chutney  (In Hindi),"ginger, green chilli, coconut, saltlemon, coriander, cumin seeds"
Lauki Badi Ki Sabzi  In Hindi),"turmeric powder, ginger, green chilli, asafoetida, red chilli powder, cloves garlic, mustard, wood, gourd, oil curry leaves, coriander powder, cumin seeds, garam masala powder"
Guilt Free Coconut Barfi,"dates seedless, coconut, milk, ghee greasing the plate, badam, cardamom powder"
Kerala Chicken Curry With Freshly Ground Spices,"salt, ginger, mustard seeds, fennel seeds, cloves garlic, coconut milk coconut, curry leaves, black peppercorns, coriander seeds, onion, chicken, cinnamon stick, dry red chillies, coconut oil"
 Fulkopir Paturi,"turmeric powder, salt, mustard oil, coconut, garlic bud, red chilli powder, rye powder, banana leaves cook on low flame, sunflower oil drops greasing, sugar, poppy seeds powder, oil grease, green chillies, cumin seeds, banana leaves steamer put, cabbage"
Apple Tart with Puff Pastry (Open Pie),"apple, puff pastry sheet, brown sugar, cinnamon powder"
Broccoli Soup - For Babies/Toddlers above 7 months,"salt, broccoli florets approximately, badam, black pepper powder, butter"
Karnataka Special Huli Tovve,"salt, arhar dal, coconut, mustard seeds, asafoetida, jaggery, curry leaves, white urad dal, dry red chillies, cinnamon stick, peanuts, chana dal, mixed vegetables french beans, sunflower oil"
Garlic Tikki,"cashew nuts, salt, corn flour, coriander leaves, paneer, red chilli powder, cloves garlic, onion, potato, green chillies, sunflower oil"
Baked Fish Crisps (Fish Fry In Oven),"fish, salt, red chilli powder, water, turmeric powder, sunflower oil"
Left Over Vadai Upma,"salt, ginger, chana dal, asafoetida, mustard seeds, medu vada, dry red chilli, curry leaves, coriander leaves, onion, green chillies, sunflower oil"
Hyderabadi Chand Biscuits,"gram sugar, salt, baking powder, vanilla, flour, milk powder, gram butter"
Mullu Murukku - Mullu Murukku,"turmeric powder, salt, urad dal flour, asafoetida, red chilli powder, water, sesame, oil, rice flour, butter"
Prawns Fried Rice,"coriander leaves, dal sugar powder, salt, ginger, turmeric powder, rice, capsicum, black pepper powder, oil per the usage, cloves garlic, soy sauce, carrot, green chilli sauce, red chilli powder, onion, bay leaves, spoon tomato sauce, prawns marinate, butter, pepper"
Homemade Vada Pav With Spinach Corn Tikki,"salt, ginger, spinach, chaat masala powder, cloves garlic, herb butter toasting the buns, onion, lahsun ki chutney, mayonnaise, sweet corn, wheat bread crumbs, pav buns, potato, green chillies, butter"
Carrot Pulao - Carrot Rice ),"coriander leaves, salt, ghee sesame oil, rice, ginger powder, onion, oil"
Gur Paare (A traditional Punjabi Wedding Sweet),"ghee, fennel seeds, jaggery, flour, sunflower oil"
Spinach & Garlic Potato Patties,"cheese, salt, cumin powder, milk, cloves garlic, onion, wheat bread crumbs, lemon, black pepper powder, virgin olive oil the patties, potato, spinach leaves, butter"
Pumpkin Peas Palya,"salt, parangikai pumpkin, amchur, coconut, mustard seeds, green peas, red chilli powder, water, curry leaves, coconut oil, chana dal, garam masala powder"
Thandai Srikhand Tart,"cashew nuts, salt, shrikhand, nutmeg powder, coconut, butter cold, pistachios, mixed fruits assortment fruits like, water, sugar, badam, poppy seeds, cardamom powder, black pepper powder, flour, cinnamon powder"
Masala Dosa With Red Chutney - Masala Dosa With Red Chutney,"turmeric powder, potato, green chillies, idli dosa mixture, ginger, salt, chaat masala powder, curry leaves, coriander, onion, oil, potato masala, garlic chutney"
Palak (Spinach) Puri,"wheat flour, ginger, cumin powder, green chilli, water, spinach leaves, sunflower oil"
Peas and Peel Vegetables (Peas & Peel Stir Fry),"salt, sunflower oil, red chilli powder, spring onion, panch phoran masala, turmeric powder, green chillies, green peas pod"
Spinach Thalipeeth,"salt, wheat flour, cumin powder, red chilli powder, gram flour, onion, cumin seeds, rice flour, turmeric powder, spinach leaves, sunflower oil"
Paneer Satay,"salt, ginger, sesame oil, cloves garlic, dark soy sauce, paneer ness, turmeric powder"
Pumpkin Almond - Ach Gert Surri With Dal,"salt, yellow moong dal, sunflower oil, mustard seeds, coconut, vellai poosanikai, curry leaves, white urad dal, coriander seeds, dry red chillies, turmeric powder, chana dal, tamarind lemon"
Taiwanese Pineapple Cake - Shortcrust Pastry Cake,"baking powder, salt, pineapple, eggs, milk, jaggery, sugar, flour, butter"
Grilled lentil,"salt, chana dal, mustard seeds, asafoetida, coriander leaves, curry leaves, sugar, cumin seeds, lemon, turmeric powder, green chillies, sunflower oil"
Chettinad Vengaya Kosu (Spicy Curry from Chettinad Cuisine),"tomato, salt, coconut, fennel seeds, sesame oil, curry leaves, coriander leaves, dry red chillies, onion, turmeric powder"
Greek Spinach Spanakopita,"salt, tme leaves, paneer, cloves garlic, onion, flour, spinach leaves, butter, dried oregano"
Lauki Burfi With Paneer - Bottle Gourd Fudge With Cottage Cheese,"ghee, ghee butter greasing, gram chenna, sugar, bottle gourd, cardamom powder, almonds"
Menthi Aaku Badeela Koora - Besan Muthia With Methi Leaves,"salt, ginger, mustard seeds, methi leaves, red chilli powder, cloves garlic, water, gram flour, curry leaves, dry red chillies, cumin seeds, turmeric powder, garam masala powder, sunflower oil"
Microwaved Egg-Omelette-In-A-Mug,"salt, green bell pepper colour, eggs, sunflower oil greasing the, onion, black pepper powder, eggs"
Sesame Kameer Good Ride (Orange Khair),"milk, sugar, badam, orange pulp, mixed nuts"
Green Pea Pakoras - Green Pea Freighters,"salt, coriander leaves, asafoetida, green peas, cloves garlic, gram flour, onion, cumin seeds, green chillies, sunflower oil"
Sooji Halwa  Bowl,"cashew nuts, badam a, ghee, mixed fruits figs, cardamom powder, sooji, cane sugar"
Banana Digestive Pudding With Pistachios,"bananas, hung curd, pistachios, multigrain digestive oat biscuits"
Chawli Ki Phali & Aloo Sabzi,"salt, amchur, fennel seeds, red chilli powder, gram flour, green chawli beans, coriander powder, potato, turmeric powder, sunflower oil"
Karnataka Gasagase Payasa- Poppy seed Payasam,"cashew nuts, salt, rice, coconut, cardamom podsseeds, ghee, milk, jaggery, raisins, poppy seeds"
Meethe Chawal - Zarda Pulao,"cardamom podsseeds, pistachios, saffron strands, milk, raisins, basmati rice grain rice, sugar, cinnamon stick, badam, turmeric powder, sunflower oil"
Navratan Korma,"cashew nuts, tomato, salt, mixed vegetables potato, garam masala powder, coriander powder, anardana powder seeds, ghee, red chilli powder, raisins, ginger garlic paste, badam, onion, ghee, oil, coconut milk, turmeric powder, melon seeds"
Malpua with Rabri (A Spiced Pancake with Milk Pudding),"khoya, cardamom podsseeds, fennel seeds, saffron strands, water, baking soda, curd, ghee the malpua, sugar, lemon, caster sugar, flour, milk powder"
Mexican Omelette With Avocado Dressing,"cheese, salt, red bell pepper, coriander leaves, milk, curd, avocado, coriander leaves, onion, lemon, red chilli, virgin olive oil butter, black pepper powder, green bell pepper, eggs"
Bavarian Mushroom Sauce,"salt, parsley leaves, milk, mint leaves, black pepper powder, button mushrooms, flour, butter"
Paneer Mushroom Stuffed Spinach Wrap Flavoured With Prunes,"salt, wheat flour, red bell pepper, stalks spring onion, spinach basil sauce, green chilli, tofu, mixed herbs, virgin olive oil, cloves garlic, soy sauce, onion, button mushrooms, red chilli sauce, sunflower oil salt"
Karpooravalli Chutney (Tamil Nadu Chutney With Big Thyme),"salt, asafoetida, coconut, mustard seeds, borage, white urad dal, dry red chillies, tamarind, chana dal, sunflower oil"
Star Trek Curry (Parsi Steel Vegetable Curry),"salt, ginger, coconut, mustard seeds, mixed vegetables, red chilli powder, tomato ripe, dry red chilli, sugar, onion, garlic, cumin seeds, coriander powder, tamarind, turmeric powder, green chillies, sunflower oil"
Chicken With Mushroom Sauce,"salt, corn flour, milk, cloves garlic, red chilli flakes, onion, thyme leaves, black pepper powder, button mushrooms, chicken breasts, butter"
Goan Chicken Vindaloo,"tomato, tamarind, coriander leaves, kashmiri dry red chilli, jaggery, cloves garlic, coriander seeds, onion, cumin seeds, turmeric powder, green chillies, sunflower oil, salt, chicken curry, mustard seeds, black pepper corns, methi seeds, ginger, cinnamon stick, vinegar, cloves"
Indo Chinese Hot and Sour Spinach Soup,"salt, spring onion greens, ginger, corn flour, spinach, coriander leaves, water, carrot, soy sauce, garlic, vinegar, green bell pepper, green chillies, cabbage, sunflower oil"
Kashmiri Kokur T Nadir-Chicken and Lotus Stem Curry,"black cardamom, salt, ginger, kashmiri red chilli powder, mustard oil, bay leaf, fennel seeds, asafoetida, ajwain, lotus stem, water, curd, fennel powder, dry ginger powder, coriander leaves, chicken, cumin seeds, cloves, mint powder"
Spicy Chickpea Tacos With Twist,"tomato, salt, coriander leaves, chana masala powder, red chilli powder, ginger garlic paste, kabuli chana, onion, coriander powder, turmeric powder, green chillies, taco shells, sunflower oil"
Nepalese Dhal Bhat,"salt, yellow moong dal, black peppercorns, coriander leaves, dry red chillies, onion, cinnamon stick, cardamom powder, cumin seeds, turmeric powder, cloves"
Ginger Sesame Chicken With Bok Choy And Mushrooms,"salt, red bell pepper, red chillies, ginger, chicken stock chicken stock cube water, corn flour dissolved, bok choy heads, rice vinegar, soy sauce, sesame oil, sugar, garlic, pepper, button mushrooms, sherry white wine, sesame seeds, chicken breasts skinless bless, sunflower oil"
Murungakkai Mor Kuzhambu-Drumstick Buttermilk Curry,"salt, coconut, rice water, mustard seeds, drumstick, curd, curry leaves, coriander seeds, dry red chillies, cumin seeds, coconut oil, turmeric powder"
Parsi Lagan Sara Istew - Rich Sweet Assorted Vegetable Curry,"tomato, salt, elephant yam, ginger, dhansak masala, jaggery, raisins, green peas, baby potatoes quatered, carrot, cloves garlic, red chilli powder, onion, vinegar, dates, turmeric powder, green chillies, sunflower oil"
Arunachal Pradesh Zan - Finger Millet Porridge with Vegetables,"salt, soybeans, spinach, ghee, green peas, water, carrot, ragi flour, coriander leaves, black pepper powder"
Green Chana Chutney (Green Chickpea Chutney),"salt, water, cloves garlic, curd, green chickpeas, cumin seeds, green chillies, sunflower oil"
